MeanOrient_AGhipX,MeanOrient_AGhipY,MeanOrient_AGhipZ,VarOrient_AGhipX,VarOrient_AGhipY,VarOrient_AGhipZ,Mean_AGhipX,Mean_AGhipY,Mean_AGhipZ,Var_AGhipX,Var_AGhipY,Var_AGhipZ,Cov_AGhipX,Cov_AGhipY,Cov_AGhipZ,Max_AGhipX,Max_AGhipY,Max_AGhipZ,Min_AGhipX,Min_AGhipY,Min_AGhipZ,TenPct_AGhipX,TenPct_AGhipY,TenPct_AGhipZ,TwentyFivePct_AGhipX,TwentyFivePct_AGhipY,TwentyFivePct_AGhipZ,FiftyPct_AGhipX,FiftyPct_AGhipY,FiftyPct_AGhipZ,SeventyFivePct_AGhipX,SeventyFivePct_AGhipY,SeventyFivePct_AGhipZ,NinetyPct_AGhipX,NinetyPct_AGhipY,NinetyPct_AGhipZ,MeanOrient_AGthighX,MeanOrient_AGthighY,MeanOrient_AGthighZ,VarOrient_AGthighX,VarOrient_AGthighY,VarOrient_AGthighZ,Mean_AGthighX,Mean_AGthighY,Mean_AGthighZ,Var_AGthighX,Var_AGthighY,Var_AGthighZ,Cov_AGthighX,Cov_AGthighY,Cov_AGthighZ,Max_AGthighX,Max_AGthighY,Max_AGthighZ,Min_AGthighX,Min_AGthighY,Min_AGthighZ,TenPct_AGthighX,TenPct_AGthighY,TenPct_AGthighZ,TwentyFivePct_AGthighX,TwentyFivePct_AGthighY,TwentyFivePct_AGthighZ,FiftyPct_AGthighX,FiftyPct_AGthighY,FiftyPct_AGthighZ,SeventyFivePct_AGthighX,SeventyFivePct_AGthighY,SeventyFivePct_AGthighZ,NinetyPct_AGthighX,NinetyPct_AGthighY,NinetyPct_AGthighZ,MeanOrient_GEleftX,MeanOrient_GEleftY,MeanOrient_GEleftZ,VarOrient_GEleftX,VarOrient_GEleftY,VarOrient_GEleftZ,Mean_GEleftX,Mean_GEleftY,Mean_GEleftZ,Var_GEleftX,Var_GEleftY,Var_GEleftZ,Cov_GEleftX,Cov_GEleftY,Cov_GEleftZ,Max_GEleftX,Max_GEleftY,Max_GEleftZ,Min_GEleftX,Min_GEleftY,Min_GEleftZ,TenPct_GEleftX,TenPct_GEleftY,TenPct_GEleftZ,TwentyFivePct_GEleftX,TwentyFivePct_GEleftY,TwentyFivePct_GEleftZ,FiftyPct_GEleftX,FiftyPct_GEleftY,FiftyPct_GEleftZ,SeventyFivePct_GEleftX,SeventyFivePct_GEleftY,SeventyFivePct_GEleftZ,NinetyPct_GEleftX,NinetyPct_GEleftY,NinetyPct_GEleftZ,MeanOrient_GErightX,MeanOrient_GErightY,MeanOrient_GErightZ,VarOrient_GErightX,VarOrient_GErightY,VarOrient_GErightZ,Mean_GErightX,Mean_GErightY,Mean_GErightZ,Var_GErightX,Var_GErightY,Var_GErightZ,Cov_GErightX,Cov_GErightY,Cov_GErightZ,Max_GErightX,Max_GErightY,Max_GErightZ,Min_GErightX,Min_GErightY,Min_GErightZ,TenPct_GErightX,TenPct_GErightY,TenPct_GErightZ,TwentyFivePct_GErightX,TwentyFivePct_GErightY,TwentyFivePct_GErightZ,FiftyPct_GErightX,FiftyPct_GErightY,FiftyPct_GErightZ,SeventyFivePct_GErightX,SeventyFivePct_GErightY,SeventyFivePct_GErightZ,NinetyPct_GErightX,NinetyPct_GErightY,NinetyPct_GErightZ
0.72,1.48,1.4,0.32,0.03,1.15,-6.95E-01,1.60E-01,-1.29E-01,3.69E-01,9.80E-01,4.75E-01,3.69E-01,4.90E-01,4.75E-01,-1.98E+00,-1.07E+00,-1.66E+00,-1.98E+00,-1.07E+00,-1.66E+00,-1.12E+00,-6.15E-01,-8.01E-01,-9.26E-01,-2.18E-01,-4.86E-01,-7.27E-01,3.35E-01,-9.54E-02,-4.90E-01,5.60E-01,2.36E-01,-1.42E-01,6.85E-01,4.64E-01,0.72,1.48,1.4,0.32,0.03,1.15,-6.95E-01,1.60E-01,-1.29E-01,3.69E-01,9.80E-01,4.75E-01,3.69E-01,4.90E-01,4.75E-01,-1.98E+00,-1.07E+00,-1.66E+00,-1.98E+00,-1.07E+00,-1.66E+00,-1.12E+00,-6.15E-01,-8.01E-01,-9.26E-01,-2.18E-01,-4.86E-01,-7.27E-01,3.35E-01,-9.54E-02,-4.90E-01,5.60E-01,2.36E-01,-1.42E-01,6.85E-01,4.64E-01,0.72,1.48,1.4,0.32,0.03,1.15,-6.95E-01,1.60E-01,-1.29E-01,3.69E-01,9.80E-01,4.75E-01,3.69E-01,4.90E-01,4.75E-01,-1.98E+00,-1.07E+00,-1.66E+00,-1.98E+00,-1.07E+00,-1.66E+00,-1.12E+00,-6.15E-01,-8.01E-01,-9.26E-01,-2.18E-01,-4.86E-01,-7.27E-01,3.35E-01,-9.54E-02,-4.90E-01,5.60E-01,2.36E-01,-1.42E-01,6.85E-01,4.64E-01,0.72,1.48,1.4,0.32,0.03,1.15,-6.95E-01,1.60E-01,-1.29E-01,3.69E-01,9.80E-01,4.75E-01,3.69E-01,4.90E-01,4.75E-01,-1.98E+00,-1.07E+00,-1.66E+00,-1.98E+00,-1.07E+00,-1.66E+00,-1.12E+00,-6.15E-01,-8.01E-01,-9.26E-01,-2.18E-01,-4.86E-01,-7.27E-01,3.35E-01,-9.54E-02,-4.90E-01,5.60E-01,2.36E-01,-1.42E-01,6.85E-01,4.64E-01
-0.23,0.35,-0.62,-1.81,-0.4,0.31,-6.90E-01,1.34E-01,-7.88E-02,0.00E+00,1.53E+00,-4.54E-01,3.42E-01,7.63E-01,4.54E-01,-2.42E+00,-1.42E+00,-1.27E+00,-2.42E+00,-1.42E+00,-1.27E+00,-1.07E+00,-7.47E-01,-7.18E-01,-9.11E-01,-3.42E-01,-4.23E-01,-7.20E-01,2.34E-01,-3.63E-02,-4.86E-01,5.37E-01,2.67E-01,-2.40E-01,7.43E-01,4.96E-01,-0.23,0.35,-0.62,-1.81,-0.4,0.31,-6.90E-01,1.34E-01,-7.88E-02,0.00E+00,1.53E+00,-4.54E-01,3.42E-01,7.63E-01,4.54E-01,-2.42E+00,-1.42E+00,-1.27E+00,-2.42E+00,-1.42E+00,-1.27E+00,-1.07E+00,-7.47E-01,-7.18E-01,-9.11E-01,-3.42E-01,-4.23E-01,-7.20E-01,2.34E-01,-3.63E-02,-4.86E-01,5.37E-01,2.67E-01,-2.40E-01,7.43E-01,4.96E-01,-0.23,0.35,-0.62,-1.81,-0.4,0.31,-6.90E-01,1.34E-01,-7.88E-02,0.00E+00,1.53E+00,-4.54E-01,3.42E-01,7.63E-01,4.54E-01,-2.42E+00,-1.42E+00,-1.27E+00,-2.42E+00,-1.42E+00,-1.27E+00,-1.07E+00,-7.47E-01,-7.18E-01,-9.11E-01,-3.42E-01,-4.23E-01,-7.20E-01,2.34E-01,-3.63E-02,-4.86E-01,5.37E-01,2.67E-01,-2.40E-01,7.43E-01,4.96E-01,-0.23,0.35,-0.62,-1.81,-0.4,0.31,-6.90E-01,1.34E-01,-7.88E-02,0.00E+00,1.53E+00,-4.54E-01,3.42E-01,7.63E-01,4.54E-01,-2.42E+00,-1.42E+00,-1.27E+00,-2.42E+00,-1.42E+00,-1.27E+00,-1.07E+00,-7.47E-01,-7.18E-01,-9.11E-01,-3.42E-01,-4.23E-01,-7.20E-01,2.34E-01,-3.63E-02,-4.86E-01,5.37E-01,2.67E-01,-2.40E-01,7.43E-01,4.96E-01
-0.69,0.79,-0.32,0.12,-1.5,-0.2,-7.42E-01,2.51E-01,6.72E-02,-3.17E-01,8.92E-01,-3.94E-01,3.17E-01,4.46E-01,3.94E-01,-1.71E+00,-1.28E+00,-1.25E+00,-1.71E+00,-1.28E+00,-1.25E+00,-1.10E+00,-4.28E-01,-4.70E-01,-9.58E-01,7.80E-03,-1.19E-01,-7.70E-01,3.58E-01,1.37E-01,-5.40E-01,5.68E-01,3.03E-01,-3.53E-01,7.28E-01,4.76E-01,-0.69,0.79,-0.32,0.12,-1.5,-0.2,-7.42E-01,2.51E-01,6.72E-02,-3.17E-01,8.92E-01,-3.94E-01,3.17E-01,4.46E-01,3.94E-01,-1.71E+00,-1.28E+00,-1.25E+00,-1.71E+00,-1.28E+00,-1.25E+00,-1.10E+00,-4.28E-01,-4.70E-01,-9.58E-01,7.80E-03,-1.19E-01,-7.70E-01,3.58E-01,1.37E-01,-5.40E-01,5.68E-01,3.03E-01,-3.53E-01,7.28E-01,4.76E-01,-0.69,0.79,-0.32,0.12,-1.5,-0.2,-7.42E-01,2.51E-01,6.72E-02,-3.17E-01,8.92E-01,-3.94E-01,3.17E-01,4.46E-01,3.94E-01,-1.71E+00,-1.28E+00,-1.25E+00,-1.71E+00,-1.28E+00,-1.25E+00,-1.10E+00,-4.28E-01,-4.70E-01,-9.58E-01,7.80E-03,-1.19E-01,-7.70E-01,3.58E-01,1.37E-01,-5.40E-01,5.68E-01,3.03E-01,-3.53E-01,7.28E-01,4.76E-01,-0.69,0.79,-0.32,0.12,-1.5,-0.2,-7.42E-01,2.51E-01,6.72E-02,-3.17E-01,8.92E-01,-3.94E-01,3.17E-01,4.46E-01,3.94E-01,-1.71E+00,-1.28E+00,-1.25E+00,-1.71E+00,-1.28E+00,-1.25E+00,-1.10E+00,-4.28E-01,-4.70E-01,-9.58E-01,7.80E-03,-1.19E-01,-7.70E-01,3.58E-01,1.37E-01,-5.40E-01,5.68E-01,3.03E-01,-3.53E-01,7.28E-01,4.76E-01
-0.53,-0.14,0.78,1.06,0.65,-0.8,-7.39E-01,-1.52E-01,-1.12E-01,-3.24E-01,-5.67E-01,0.00E+00,3.24E-01,5.67E-01,4.43E-01,-1.87E+00,-1.17E+00,-1.72E+00,-1.87E+00,-1.17E+00,-1.72E+00,-1.12E+00,-7.35E-01,-7.65E-01,-9.69E-01,-5.14E-01,-4.03E-01,-7.59E-01,-2.33E-01,-6.39E-02,-5.48E-01,1.32E-01,2.08E-01,-2.79E-01,5.64E-01,4.13E-01,-0.53,-0.14,0.78,1.06,0.65,-0.8,-7.39E-01,-1.52E-01,-1.12E-01,-3.24E-01,-5.67E-01,0.00E+00,3.24E-01,5.67E-01,4.43E-01,-1.87E+00,-1.17E+00,-1.72E+00,-1.87E+00,-1.17E+00,-1.72E+00,-1.12E+00,-7.35E-01,-7.65E-01,-9.69E-01,-5.14E-01,-4.03E-01,-7.59E-01,-2.33E-01,-6.39E-02,-5.48E-01,1.32E-01,2.08E-01,-2.79E-01,5.64E-01,4.13E-01,-0.53,-0.14,0.78,1.06,0.65,-0.8,-7.39E-01,-1.52E-01,-1.12E-01,-3.24E-01,-5.67E-01,0.00E+00,3.24E-01,5.67E-01,4.43E-01,-1.87E+00,-1.17E+00,-1.72E+00,-1.87E+00,-1.17E+00,-1.72E+00,-1.12E+00,-7.35E-01,-7.65E-01,-9.69E-01,-5.14E-01,-4.03E-01,-7.59E-01,-2.33E-01,-6.39E-02,-5.48E-01,1.32E-01,2.08E-01,-2.79E-01,5.64E-01,4.13E-01,-0.53,-0.14,0.78,1.06,0.65,-0.8,-7.39E-01,-1.52E-01,-1.12E-01,-3.24E-01,-5.67E-01,0.00E+00,3.24E-01,5.67E-01,4.43E-01,-1.87E+00,-1.17E+00,-1.72E+00,-1.87E+00,-1.17E+00,-1.72E+00,-1.12E+00,-7.35E-01,-7.65E-01,-9.69E-01,-5.14E-01,-4.03E-01,-7.59E-01,-2.33E-01,-6.39E-02,-5.48E-01,1.32E-01,2.08E-01,-2.79E-01,5.64E-01,4.13E-01
-0.68,1.29,0.55,1.75,-1.43,1.11,-7.53E-01,9.64E-02,1.83E-02,-3.33E-01,0.00E+00,4.11E-01,3.33E-01,6.85E-01,4.11E-01,-1.70E+00,-1.26E+00,-1.34E+00,-1.70E+00,-1.26E+00,-1.34E+00,-1.13E+00,-6.89E-01,-5.45E-01,-9.50E-01,-3.93E-01,-2.22E-01,-7.66E-01,1.67E-01,7.00E-02,-6.03E-01,5.60E-01,2.91E-01,-3.61E-01,6.73E-01,4.84E-01,-0.68,1.29,0.55,1.75,-1.43,1.11,-7.53E-01,9.64E-02,1.83E-02,-3.33E-01,0.00E+00,4.11E-01,3.33E-01,6.85E-01,4.11E-01,-1.70E+00,-1.26E+00,-1.34E+00,-1.70E+00,-1.26E+00,-1.34E+00,-1.13E+00,-6.89E-01,-5.45E-01,-9.50E-01,-3.93E-01,-2.22E-01,-7.66E-01,1.67E-01,7.00E-02,-6.03E-01,5.60E-01,2.91E-01,-3.61E-01,6.73E-01,4.84E-01,-0.68,1.29,0.55,1.75,-1.43,1.11,-7.53E-01,9.64E-02,1.83E-02,-3.33E-01,0.00E+00,4.11E-01,3.33E-01,6.85E-01,4.11E-01,-1.70E+00,-1.26E+00,-1.34E+00,-1.70E+00,-1.26E+00,-1.34E+00,-1.13E+00,-6.89E-01,-5.45E-01,-9.50E-01,-3.93E-01,-2.22E-01,-7.66E-01,1.67E-01,7.00E-02,-6.03E-01,5.60E-01,2.91E-01,-3.61E-01,6.73E-01,4.84E-01,-0.68,1.29,0.55,1.75,-1.43,1.11,-7.53E-01,9.64E-02,1.83E-02,-3.33E-01,0.00E+00,4.11E-01,3.33E-01,6.85E-01,4.11E-01,-1.70E+00,-1.26E+00,-1.34E+00,-1.70E+00,-1.26E+00,-1.34E+00,-1.13E+00,-6.89E-01,-5.45E-01,-9.50E-01,-3.93E-01,-2.22E-01,-7.66E-01,1.67E-01,7.00E-02,-6.03E-01,5.60E-01,2.91E-01,-3.61E-01,6.73E-01,4.84E-01
0.15,-1,-1.39,1.16,1.55,0.63,-5.83E-01,3.37E-01,-4.84E-02,0.00E+00,-5.98E-01,0.00E+00,3.00E-01,5.98E-01,3.95E-01,-1.60E+00,-1.50E+00,-1.19E+00,-1.60E+00,-1.50E+00,-1.19E+00,-9.69E-01,-6.57E-01,-5.49E-01,-7.82E-01,-1.21E-01,-3.67E-01,-5.32E-01,6.11E-01,-1.03E-01,-3.84E-01,7.98E-01,3.03E-01,-2.75E-01,8.87E-01,5.11E-01,0.15,-1,-1.39,1.16,1.55,0.63,-5.83E-01,3.37E-01,-4.84E-02,0.00E+00,-5.98E-01,0.00E+00,3.00E-01,5.98E-01,3.95E-01,-1.60E+00,-1.50E+00,-1.19E+00,-1.60E+00,-1.50E+00,-1.19E+00,-9.69E-01,-6.57E-01,-5.49E-01,-7.82E-01,-1.21E-01,-3.67E-01,-5.32E-01,6.11E-01,-1.03E-01,-3.84E-01,7.98E-01,3.03E-01,-2.75E-01,8.87E-01,5.11E-01,0.15,-1,-1.39,1.16,1.55,0.63,-5.83E-01,3.37E-01,-4.84E-02,0.00E+00,-5.98E-01,0.00E+00,3.00E-01,5.98E-01,3.95E-01,-1.60E+00,-1.50E+00,-1.19E+00,-1.60E+00,-1.50E+00,-1.19E+00,-9.69E-01,-6.57E-01,-5.49E-01,-7.82E-01,-1.21E-01,-3.67E-01,-5.32E-01,6.11E-01,-1.03E-01,-3.84E-01,7.98E-01,3.03E-01,-2.75E-01,8.87E-01,5.11E-01,0.15,-1,-1.39,1.16,1.55,0.63,-5.83E-01,3.37E-01,-4.84E-02,0.00E+00,-5.98E-01,0.00E+00,3.00E-01,5.98E-01,3.95E-01,-1.60E+00,-1.50E+00,-1.19E+00,-1.60E+00,-1.50E+00,-1.19E+00,-9.69E-01,-6.57E-01,-5.49E-01,-7.82E-01,-1.21E-01,-3.67E-01,-5.32E-01,6.11E-01,-1.03E-01,-3.84E-01,7.98E-01,3.03E-01,-2.75E-01,8.87E-01,5.11E-01
0.97,-0.53,0.65,0.83,1.17,-1.44,-8.14E-01,-4.16E-01,-3.28E-01,0.00E+00,-2.35E-01,4.44E-01,2.34E-01,2.35E-01,2.22E-01,-2.39E+00,-1.19E+00,-9.90E-01,-2.39E+00,-1.19E+00,-9.90E-01,-1.05E+00,-7.90E-01,-5.84E-01,-9.19E-01,-5.45E-01,-4.78E-01,-7.94E-01,-3.81E-01,-3.56E-01,-6.81E-01,-2.41E-01,-1.94E-01,-5.64E-01,-1.52E-01,-1.66E-02,0.97,-0.53,0.65,0.83,1.17,-1.44,-8.14E-01,-4.16E-01,-3.28E-01,0.00E+00,-2.35E-01,4.44E-01,2.34E-01,2.35E-01,2.22E-01,-2.39E+00,-1.19E+00,-9.90E-01,-2.39E+00,-1.19E+00,-9.90E-01,-1.05E+00,-7.90E-01,-5.84E-01,-9.19E-01,-5.45E-01,-4.78E-01,-7.94E-01,-3.81E-01,-3.56E-01,-6.81E-01,-2.41E-01,-1.94E-01,-5.64E-01,-1.52E-01,-1.66E-02,0.97,-0.53,0.65,0.83,1.17,-1.44,-8.14E-01,-4.16E-01,-3.28E-01,0.00E+00,-2.35E-01,4.44E-01,2.34E-01,2.35E-01,2.22E-01,-2.39E+00,-1.19E+00,-9.90E-01,-2.39E+00,-1.19E+00,-9.90E-01,-1.05E+00,-7.90E-01,-5.84E-01,-9.19E-01,-5.45E-01,-4.78E-01,-7.94E-01,-3.81E-01,-3.56E-01,-6.81E-01,-2.41E-01,-1.94E-01,-5.64E-01,-1.52E-01,-1.66E-02,0.97,-0.53,0.65,0.83,1.17,-1.44,-8.14E-01,-4.16E-01,-3.28E-01,0.00E+00,-2.35E-01,4.44E-01,2.34E-01,2.35E-01,2.22E-01,-2.39E+00,-1.19E+00,-9.90E-01,-2.39E+00,-1.19E+00,-9.90E-01,-1.05E+00,-7.90E-01,-5.84E-01,-9.19E-01,-5.45E-01,-4.78E-01,-7.94E-01,-3.81E-01,-3.56E-01,-6.81E-01,-2.41E-01,-1.94E-01,-5.64E-01,-1.52E-01,-1.66E-02
-0.72,0.85,0.66,-0.86,0.93,1.69,-8.66E-01,-7.03E-02,1.52E-02,5.56E-01,0.00E+00,0.00E+00,2.78E-01,6.28E-01,3.06E-01,-2.30E+00,-1.14E+00,-8.60E-01,-2.30E+00,-1.14E+00,-8.60E-01,-1.21E+00,-7.43E-01,-3.59E-01,-9.93E-01,-4.24E-01,-2.06E-01,-8.44E-01,-6.21E-02,1.87E-02,-7.04E-01,3.11E-01,2.16E-01,-5.32E-01,4.20E-01,3.97E-01,-0.72,0.85,0.66,-0.86,0.93,1.69,-8.66E-01,-7.03E-02,1.52E-02,5.56E-01,0.00E+00,0.00E+00,2.78E-01,6.28E-01,3.06E-01,-2.30E+00,-1.14E+00,-8.60E-01,-2.30E+00,-1.14E+00,-8.60E-01,-1.21E+00,-7.43E-01,-3.59E-01,-9.93E-01,-4.24E-01,-2.06E-01,-8.44E-01,-6.21E-02,1.87E-02,-7.04E-01,3.11E-01,2.16E-01,-5.32E-01,4.20E-01,3.97E-01,-0.72,0.85,0.66,-0.86,0.93,1.69,-8.66E-01,-7.03E-02,1.52E-02,5.56E-01,0.00E+00,0.00E+00,2.78E-01,6.28E-01,3.06E-01,-2.30E+00,-1.14E+00,-8.60E-01,-2.30E+00,-1.14E+00,-8.60E-01,-1.21E+00,-7.43E-01,-3.59E-01,-9.93E-01,-4.24E-01,-2.06E-01,-8.44E-01,-6.21E-02,1.87E-02,-7.04E-01,3.11E-01,2.16E-01,-5.32E-01,4.20E-01,3.97E-01,-0.72,0.85,0.66,-0.86,0.93,1.69,-8.66E-01,-7.03E-02,1.52E-02,5.56E-01,0.00E+00,0.00E+00,2.78E-01,6.28E-01,3.06E-01,-2.30E+00,-1.14E+00,-8.60E-01,-2.30E+00,-1.14E+00,-8.60E-01,-1.21E+00,-7.43E-01,-3.59E-01,-9.93E-01,-4.24E-01,-2.06E-01,-8.44E-01,-6.21E-02,1.87E-02,-7.04E-01,3.11E-01,2.16E-01,-5.32E-01,4.20E-01,3.97E-01
1.99,-0.6,1.38,-0.12,0.93,-0.87,-8.29E-01,-1.01E-01,-7.95E-02,7.10E-01,0.00E+00,0.00E+00,3.55E-01,4.67E-01,3.45E-01,-3.33E+00,-1.77E+00,-1.16E+00,-3.33E+00,-1.77E+00,-1.16E+00,-1.27E+00,-7.90E-01,-4.74E-01,-9.97E-01,-5.25E-01,-3.32E-01,-8.05E-01,6.62E-02,-1.19E-01,-6.26E-01,2.88E-01,1.53E-01,-4.66E-01,3.97E-01,3.77E-01,1.99,-0.6,1.38,-0.12,0.93,-0.87,-8.29E-01,-1.01E-01,-7.95E-02,7.10E-01,0.00E+00,0.00E+00,3.55E-01,4.67E-01,3.45E-01,-3.33E+00,-1.77E+00,-1.16E+00,-3.33E+00,-1.77E+00,-1.16E+00,-1.27E+00,-7.90E-01,-4.74E-01,-9.97E-01,-5.25E-01,-3.32E-01,-8.05E-01,6.62E-02,-1.19E-01,-6.26E-01,2.88E-01,1.53E-01,-4.66E-01,3.97E-01,3.77E-01,1.99,-0.6,1.38,-0.12,0.93,-0.87,-8.29E-01,-1.01E-01,-7.95E-02,7.10E-01,0.00E+00,0.00E+00,3.55E-01,4.67E-01,3.45E-01,-3.33E+00,-1.77E+00,-1.16E+00,-3.33E+00,-1.77E+00,-1.16E+00,-1.27E+00,-7.90E-01,-4.74E-01,-9.97E-01,-5.25E-01,-3.32E-01,-8.05E-01,6.62E-02,-1.19E-01,-6.26E-01,2.88E-01,1.53E-01,-4.66E-01,3.97E-01,3.77E-01,1.99,-0.6,1.38,-0.12,0.93,-0.87,-8.29E-01,-1.01E-01,-7.95E-02,7.10E-01,0.00E+00,0.00E+00,3.55E-01,4.67E-01,3.45E-01,-3.33E+00,-1.77E+00,-1.16E+00,-3.33E+00,-1.77E+00,-1.16E+00,-1.27E+00,-7.90E-01,-4.74E-01,-9.97E-01,-5.25E-01,-3.32E-01,-8.05E-01,6.62E-02,-1.19E-01,-6.26E-01,2.88E-01,1.53E-01,-4.66E-01,3.97E-01,3.77E-01
-0.09,0.45,-1.94,0.94,0.44,-0.94,-8.10E-01,-4.03E-01,-1.94E-01,0.00E+00,-3.54E-01,4.90E-01,2.86E-01,3.54E-01,2.45E-01,-3.51E+00,-1.54E+00,-8.32E-01,-3.51E+00,-1.54E+00,-8.32E-01,-1.05E+00,-8.13E-01,-4.93E-01,-9.30E-01,-6.34E-01,-3.75E-01,-7.94E-01,-4.43E-01,-2.14E-01,-6.61E-01,-2.37E-01,-4.03E-02,-5.36E-01,1.56E-01,1.25E-01,-0.09,0.45,-1.94,0.94,0.44,-0.94,-8.10E-01,-4.03E-01,-1.94E-01,0.00E+00,-3.54E-01,4.90E-01,2.86E-01,3.54E-01,2.45E-01,-3.51E+00,-1.54E+00,-8.32E-01,-3.51E+00,-1.54E+00,-8.32E-01,-1.05E+00,-8.13E-01,-4.93E-01,-9.30E-01,-6.34E-01,-3.75E-01,-7.94E-01,-4.43E-01,-2.14E-01,-6.61E-01,-2.37E-01,-4.03E-02,-5.36E-01,1.56E-01,1.25E-01,-0.09,0.45,-1.94,0.94,0.44,-0.94,-8.10E-01,-4.03E-01,-1.94E-01,0.00E+00,-3.54E-01,4.90E-01,2.86E-01,3.54E-01,2.45E-01,-3.51E+00,-1.54E+00,-8.32E-01,-3.51E+00,-1.54E+00,-8.32E-01,-1.05E+00,-8.13E-01,-4.93E-01,-9.30E-01,-6.34E-01,-3.75E-01,-7.94E-01,-4.43E-01,-2.14E-01,-6.61E-01,-2.37E-01,-4.03E-02,-5.36E-01,1.56E-01,1.25E-01,-0.09,0.45,-1.94,0.94,0.44,-0.94,-8.10E-01,-4.03E-01,-1.94E-01,0.00E+00,-3.54E-01,4.90E-01,2.86E-01,3.54E-01,2.45E-01,-3.51E+00,-1.54E+00,-8.32E-01,-3.51E+00,-1.54E+00,-8.32E-01,-1.05E+00,-8.13E-01,-4.93E-01,-9.30E-01,-6.34E-01,-3.75E-01,-7.94E-01,-4.43E-01,-2.14E-01,-6.61E-01,-2.37E-01,-4.03E-02,-5.36E-01,1.56E-01,1.25E-01
1.2,0.07,0.47,-1.32,1.94,0.28,-8.96E-01,4.65E-02,-1.49E-01,2.16E-01,5.67E-01,6.08E-01,2.16E-01,5.67E-01,3.04E-01,-1.94E+00,-1.21E+00,-8.95E-01,-1.94E+00,-1.21E+00,-8.95E-01,-1.19E+00,-4.86E-01,-5.13E-01,-9.93E-01,-1.94E-01,-3.63E-01,-8.72E-01,1.13E-01,-1.82E-01,-7.70E-01,2.76E-01,1.09E-02,-6.57E-01,4.05E-01,3.22E-01,1.2,0.07,0.47,-1.32,1.94,0.28,-8.96E-01,4.65E-02,-1.49E-01,2.16E-01,5.67E-01,6.08E-01,2.16E-01,5.67E-01,3.04E-01,-1.94E+00,-1.21E+00,-8.95E-01,-1.94E+00,-1.21E+00,-8.95E-01,-1.19E+00,-4.86E-01,-5.13E-01,-9.93E-01,-1.94E-01,-3.63E-01,-8.72E-01,1.13E-01,-1.82E-01,-7.70E-01,2.76E-01,1.09E-02,-6.57E-01,4.05E-01,3.22E-01,1.2,0.07,0.47,-1.32,1.94,0.28,-8.96E-01,4.65E-02,-1.49E-01,2.16E-01,5.67E-01,6.08E-01,2.16E-01,5.67E-01,3.04E-01,-1.94E+00,-1.21E+00,-8.95E-01,-1.94E+00,-1.21E+00,-8.95E-01,-1.19E+00,-4.86E-01,-5.13E-01,-9.93E-01,-1.94E-01,-3.63E-01,-8.72E-01,1.13E-01,-1.82E-01,-7.70E-01,2.76E-01,1.09E-02,-6.57E-01,4.05E-01,3.22E-01,1.2,0.07,0.47,-1.32,1.94,0.28,-8.96E-01,4.65E-02,-1.49E-01,2.16E-01,5.67E-01,6.08E-01,2.16E-01,5.67E-01,3.04E-01,-1.94E+00,-1.21E+00,-8.95E-01,-1.94E+00,-1.21E+00,-8.95E-01,-1.19E+00,-4.86E-01,-5.13E-01,-9.93E-01,-1.94E-01,-3.63E-01,-8.72E-01,1.13E-01,-1.82E-01,-7.70E-01,2.76E-01,1.09E-02,-6.57E-01,4.05E-01,3.22E-01
-0.83,0.98,1.58,0.47,-1.95,1.88,-8.90E-01,-2.80E-03,-7.35E-03,0.00E+00,-6.68E-01,0.00E+00,2.52E-01,6.68E-01,3.00E-01,-2.33E+00,-1.12E+00,-1.11E+00,-2.33E+00,-1.12E+00,-1.11E+00,-1.20E+00,-5.84E-01,-3.56E-01,-1.00E+00,-3.85E-01,-2.14E-01,-8.68E-01,6.23E-02,-2.45E-02,-7.55E-01,2.88E-01,1.84E-01,-6.26E-01,3.97E-01,3.66E-01,-0.83,0.98,1.58,0.47,-1.95,1.88,-8.90E-01,-2.80E-03,-7.35E-03,0.00E+00,-6.68E-01,0.00E+00,2.52E-01,6.68E-01,3.00E-01,-2.33E+00,-1.12E+00,-1.11E+00,-2.33E+00,-1.12E+00,-1.11E+00,-1.20E+00,-5.84E-01,-3.56E-01,-1.00E+00,-3.85E-01,-2.14E-01,-8.68E-01,6.23E-02,-2.45E-02,-7.55E-01,2.88E-01,1.84E-01,-6.26E-01,3.97E-01,3.66E-01,-0.83,0.98,1.58,0.47,-1.95,1.88,-8.90E-01,-2.80E-03,-7.35E-03,0.00E+00,-6.68E-01,0.00E+00,2.52E-01,6.68E-01,3.00E-01,-2.33E+00,-1.12E+00,-1.11E+00,-2.33E+00,-1.12E+00,-1.11E+00,-1.20E+00,-5.84E-01,-3.56E-01,-1.00E+00,-3.85E-01,-2.14E-01,-8.68E-01,6.23E-02,-2.45E-02,-7.55E-01,2.88E-01,1.84E-01,-6.26E-01,3.97E-01,3.66E-01,-0.83,0.98,1.58,0.47,-1.95,1.88,-8.90E-01,-2.80E-03,-7.35E-03,0.00E+00,-6.68E-01,0.00E+00,2.52E-01,6.68E-01,3.00E-01,-2.33E+00,-1.12E+00,-1.11E+00,-2.33E+00,-1.12E+00,-1.11E+00,-1.20E+00,-5.84E-01,-3.56E-01,-1.00E+00,-3.85E-01,-2.14E-01,-8.68E-01,6.23E-02,-2.45E-02,-7.55E-01,2.88E-01,1.84E-01,-6.26E-01,3.97E-01,3.66E-01
